timestamp,gripper_x,gripper_y,gripper_z
1742426171,-0.24301131324310413,-0.0011013348228569985,-0.0005004543702923636
1742426171,-0.24301131324310413,-0.0011013348228569985,-0.0005004543702923636
1742426171,-0.24301162350991712,-0.0011048126955688802,-0.0004913614980009695
1742426172,-0.24301162350991712,-0.0011048126955688802,-0.0004913614980009695
1742426172,-0.24301625687354367,-0.0011031474149775728,-0.00048553495370232125
1742426172,-0.2430085402916101,-0.0011065198675552076,-0.0004951944173431366
1742426172,-0.24301127460824581,-0.0011065184844113764,-0.0005004725354577355
1742426172,-0.24301173159243925,-0.0011048230870360888,-0.0004882887219472276
1742426172,-0.24301162350991712,-0.0011048126955688802,-0.0004913614980009695
1742426172,-0.24301471022879553,-0.001104840557643585,-0.0004874780578554283
1742426172,-0.24301148769095715,-0.0011082529877734632,-0.0004943904270066635
1742426172,-0.24301306338415213,-0.0011065541557410525,-0.0004924368039302685
1742426172,-0.24301507765254268,-0.0011014280618201954,-0.00047830344324328866
1742426172,-0.24301658527174852,-0.0011048863704191194,-0.00047640846427199346
1742426172,-0.24301184894413141,-0.0011031234535325556,-0.0004852535812740755
1742426173,-0.2430163621375511,-0.0011048657004004408,-0.000482506320468451
1742426173,-0.24301352768123594,-0.0011048587643358162,-0.0004802630263178731
1742426173,-0.2430107568179514,-0.0011048598319811731,-0.0004750189981304609
1742426173,-0.24301042513847704,-0.0011048289446447578,-0.0004841341071866456
1742426173,-0.2430137254018942,-0.0011066141195327519,-0.00047417576407313144
1742426173,-0.24301227540235806,-0.0011066112339999318,-0.0004731127012587433
1742426173,-0.24301208282547188,-0.0011221022130078486,-0.000476190265551929
1742426173,-0.24301363854016975,-0.0011238421943576124,-0.00047423279687966446
1742426173,-0.24301053886230567,-0.0011272614062690122,-0.00047812247680315
1742426173,-0.24301227572817263,-0.0011272965996065535,-0.000470156846076375
1742426173,-0.2430092209269348,-0.0011255534788319802,-0.00047397036233351453
1742426173,-0.24301289447877233,-0.0011451152445832854,-0.0002925193165911333
1742426174,-0.24299887477257806,-0.0011795037875393219,0.00022819211603361533
