timestamp,gripper_x,gripper_y,gripper_z,target_x,target_y,target_z
1742426311,-3.414263985654431e-05,0.14378458388115634,0.17190701239383135,9.051434994099886e-05,0.38702557714241004,0.16731830663532823
1742426311,-3.759200637197901e-05,0.14378017552585015,0.17190682281744515,,,
1742426311,-3.759200637197901e-05,0.14378017552585015,0.17190682281744515,,,
1742426311,-3.414263974300179e-05,0.14378458361332092,0.17190700793151373,,,
1742426311,-3.414267642714418e-05,0.14378307559885378,0.17190896850568585,,,
1742426311,-3.588025988983156e-05,0.14378230812440046,0.1718714358250169,,,
1742426311,-3.932570611650154e-05,0.14378382891142721,0.1718694434940686,,,
1742426311,-3.759200795802808e-05,0.14377941410067382,0.17186925354601126,,,
1742426311,-3.5880259772791855e-05,0.1437823078559775,0.17187143136273456,,,
1742426311,-3.2334680239267664e-05,0.1440574502563745,0.17151798911802107,,,
1742426311,-3.5704102557521987e-05,0.14435885175887408,0.1711194251758745,,,
1742426311,-3.7384699837079706e-05,0.14452472561288404,0.17091281933025382,,,
1742426312,-3.725203385876563e-05,0.14489299820509383,0.17085120720042857,,,
1742426312,-3.5364345125959314e-05,0.14542633260107932,0.17050359119113492,,,
1742426312,-3.8690432045651145e-05,0.1459633712801719,0.1699277213965325,,,
1742426312,-3.162193269995273e-05,0.14621354961498148,0.169615630922813,,,
1742426312,-3.666433247638689e-05,0.1468831701883376,0.16904709054005024,,,
1742426312,-3.291608681388025e-05,0.14757837626835388,0.16862733291506776,,,
1742426312,-3.4543185181069356e-05,0.14800974529274866,0.16837266108241003,,,
1742426312,-3.422873835540674e-05,0.14897179752664663,0.16790566060228038,,,
1742426312,-3.224760363176316e-05,0.1494969355279141,0.16769460288888507,,,
1742426312,-3.1849114792314556e-05,0.15066659770902552,0.16708278473904278,,,
1742426312,-3.137619735660957e-05,0.15194726025045016,0.16692979431349464,,,
1742426312,-3.277996784671222e-05,0.15312499908021707,0.1671260398699764,,,
1742426313,-3.2328431630751275e-05,0.15429874005233057,0.16797187817179238,,,
1742426313,-3.209492499943067e-05,0.15487320763643242,0.16843103755563657,,,
1742426313,-3.1674465652536734e-05,0.15594798130526058,0.16943523377835049,,,
1742426313,-3.333213842234128e-05,0.1564693206383556,0.16999091130332847,,,
1742426313,-3.2943619314713675e-05,0.15744576992417952,0.17117859515181177,,,
1742426313,-2.872960057557305e-05,0.15854300205021826,0.17255976296000952,,,
1742426313,-3.0411515197297676e-05,0.15907190311838998,0.17320643370549893,,,
1742426313,-2.8078004082673135e-05,0.16010996839340863,0.17462321762589952,,,
1742426313,-2.977732643512798e-05,0.16062674523235088,0.17527402394280053,,,
1742426313,-2.732228206713882e-05,0.1618907482180521,0.17719406671925522,,,
1742426313,-2.487715734583595e-05,0.16308328478141665,0.17894247327948673,,,
1742426313,-2.8524687757031315e-05,0.16377668116488908,0.17961867504016446,,,
1742426314,-2.8078909273513638e-05,0.1649561703623262,0.18069330381015625,,,
1742426314,-2.565899859426457e-05,0.16610907462929778,0.1813063057627087,,,
1742426314,-2.726887125542454e-05,0.16722195560745096,0.18154044382866683,,,
1742426314,-2.710505351417591e-05,0.16769714666547042,0.18153303900493153,,,
1742426314,-2.8767040529499516e-05,0.1687303235919731,0.18139716337801723,,,
1742426314,-2.427640602564862e-05,0.16999239049448134,0.18155984997107188,,,
1742426314,-2.6104681199867306e-05,0.1706288684635505,0.1817036293838274,,,
1742426314,-2.3602521024066012e-05,0.1718804607561258,0.1821682379337021,,,
1742426314,-2.316206440860524e-05,0.17305975682913835,0.18294837538316833,,,
1742426314,-2.7122111837881934e-05,0.17357808549976012,0.1832907462124149,,,
1742426314,-2.4615496426815485e-05,0.17473126679789058,0.18455619688681463,,,
1742426314,-2.411966931417586e-05,0.17604353048978016,0.18628845321692253,,,
1742426315,-2.389357502991762e-05,0.17666984084112478,0.18721704366409148,,,
1742426315,-2.5554169578863914e-05,0.1779100059844233,0.18863986834604143,,,
1742426315,-2.301757080343503e-05,0.1790957342839948,0.18976700138318436,,,
1742426315,-2.0657462873944877e-05,0.17959631560097863,0.19019622760154836,,,
1742426315,-2.2439185949555182e-05,0.18074906428685525,0.1907723792983099,,,
1742426315,-2.0019104035993158e-05,0.18143266633627636,0.19090509838038816,,,
1742426315,-2.1818756176220422e-05,0.18263093766499838,0.19102227499813224,,,
1742426315,-1.7245777931111485e-05,0.18316537107121883,0.1910154168525242,,,
1742426315,-1.657335424955208e-05,0.18503878594844259,0.19156258771992327,,,
1742426315,-1.8603678773817743e-05,0.18555291570622917,0.19179217372405805,,,
1742426315,-1.370302827163172e-05,0.18673703389994212,0.1927483979881216,,,
1742426315,-1.779945899477342e-05,0.18778891690025884,0.19376486648660474,,,
1742426316,-2.2100936262349877e-05,0.1883942075123576,0.19449853393245167,,,
1742426316,-1.947403603041619e-05,0.18945909836167493,0.1958245730686613,,,
1742426316,-1.4530987710987372e-05,0.19054712046777225,0.19714042245356667,,,
1742426316,-1.4337814024231839e-05,0.19107485231105703,0.1978303318058311,,,
1742426316,-1.8585499438366958e-05,0.19202542236528997,0.19931228646171462,,,
1742426316,-1.361412085259417e-05,0.19307165624816722,0.20047424415643794,,,
1742426316,-1.5733703799434727e-05,0.1935652483447139,0.20096433174857173,,,
1742426316,-1.5414761056373736e-05,0.19452932232233328,0.2016779983799845,,,
1742426316,-1.5252182647390805e-05,0.19500706571595747,0.20190666382335878,,,
1742426316,-1.4847394004260379e-05,0.19621903264735766,0.20215784731702377,,,
1742426316,-1.4491159213669837e-05,0.197340805914941,0.20223481384246203,,,
1742426316,-1.1917693824506686e-05,0.19797821184299452,0.202185833801673,,,
1742426317,-1.3909679030067233e-05,0.1991120345048123,0.20204927898521924,,,
1742426317,-1.1175002136127877e-05,0.20019657553582676,0.20208266769983516,,,
1742426317,-1.321757056787875e-05,0.20125202529949793,0.20252711306767163,,,
1742426317,-1.0657665445594762e-05,0.20172118474002665,0.202782610259771,,,
1742426317,-7.852160572002552e-06,0.20280736799358248,0.20376729351592213,,,
1742426317,-5.068892735009099e-06,0.2037790325558741,0.20494724472736697,,,
1742426317,-9.761098729763158e-06,0.20434934388584103,0.2054656191332013,,,
1742426317,-1.1834835105123172e-05,0.205421966639934,0.20629545683731249,,,
1742426317,-9.050223756041917e-06,0.20646876755003957,0.20684258393967211,,,
1742426317,-8.869173267367799e-06,0.2070009574018363,0.2069967708517566,,,
1742426317,-8.54555247012456e-06,0.20798887193140445,0.20719422496899714,,,
1742426317,-8.207859442226795e-06,0.20903426087580318,0.20733618373040397,,,
1742426318,-3.0272738429677483e-06,0.2095393481783724,0.20736936289106028,,,
1742426318,-1.0239601555332986e-05,0.21050922294745056,0.20738753887664785,,,
1742426318,-4.864691848711634e-06,0.21148323455347043,0.20736935993818392,,,
1742426318,-7.109469735501414e-06,0.21246228754124807,0.20729350452950074,,,
1742426318,-6.945168192230788e-06,0.2129399876545712,0.2072806170944218,,,
1742426318,-1.5233702718879785e-06,0.21387406220051705,0.20717710283949273,,,
1742426318,-6.4709744149431535e-06,0.2144097684623522,0.2071243306684691,,,
1742426318,-8.732988357326825e-06,0.2153764894417767,0.20706762362280948,,,
1742426318,-6.73858858382117e-07,0.2163469862891939,0.20721885326554335,,,
1742426318,-3.092745086296755e-06,0.21681920207155886,0.2075074565876964,,,
1742426318,-8.002087519326288e-06,0.21774747661731336,0.2082278636389803,,,
1742426318,-2.33474811919216e-08,0.21824304692969765,0.20890807320669505,,,
1742426319,-4.9307912193476984e-06,0.2192396027173762,0.21022376049817357,,,
1742426319,-1.9604944515516577e-06,0.220280027012588,0.21167937580535243,,,
1742426319,-1.786472539563095e-06,0.22080346693365338,0.21242874739413756,,,
1742426319,-1.4790705879565993e-06,0.22178739570604455,0.2140475696896426,,,
1742426319,-1.1312392780413706e-06,0.22287813646221083,0.2153243433851118,,,
1742426319,1.6877866494806619e-06,0.2233995748998861,0.21590432953423544,,,
1742426319,2.038695736294114e-06,0.22444085655296606,0.21665285682615,,,
1742426319,5.138331047518382e-06,0.22563687193714754,0.21716648662653062,,,
1742426319,-2.8018989447358114e-06,0.22625438498774952,0.21739005437126213,,,
1742426319,-5.141339346566903e-06,0.22748992301089344,0.21749159008255814,,,
1742426319,-2.0228919193003813e-06,0.22879186123986373,0.21750574265647848,,,
1742426319,3.6438223861301477e-06,0.22938915200806656,0.21750277866608655,,,
1742426320,6.7971577653675995e-06,0.23055457524444978,0.2173831842702444,,,
