x,y,z
-0.05475573614239693,-0.002215357031673193,0.042826369404792786
-0.05068371072411537,-0.001967292744666338,0.04431101307272911
-0.046745095402002335,-0.0016959980130195618,0.04546579718589783
-0.043082620948553085,-0.0014275105204433203,0.04612977057695389
-0.039794422686100006,-0.0011811244767159224,0.046150993555784225
-0.03692111000418663,-0.0009685225086286664,0.045397061854600906
-0.03445064648985863,-0.0007945714169181883,0.04376169666647911
-0.03233468905091286,-0.0006590905832126737,0.041173115372657776
-0.03050856478512287,-0.0005587799823842943,0.03760933876037598
-0.02890899032354355,-0.0004887782852165401,0.03311994671821594
-0.0274865310639143,-0.00044369808165356517,0.02784639224410057
-0.026211531832814217,-0.0004182332777418196,0.022027043625712395
-0.025073466822504997,-0.000407521816669032,0.01597520336508751
-0.024075111374258995,-0.00040739847463555634,0.010030120611190796
-0.02322438918054104,-0.00041457812767475843,0.004496697802096605
-0.022527208551764488,-0.0004267399781383574,-0.0004029101401101798
-0.02198348380625248,-0.0004424795333761722,-0.004549786914139986
-0.021586475893855095,-0.0004611322656273842,-0.007920242846012115
-0.021324140951037407,-0.0004825096111744642,-0.01056051068007946
-0.021180862560868263,-0.0005065989098511636,-0.012557702139019966
-0.021138640120625496,-0.0005332783330231905,-0.014015978202223778
-0.02117764763534069,-0.0005621013697236776,-0.015040877275168896
-0.02127671055495739,-0.0005922075943090022,-0.01573059894144535
-0.021414322778582573,-0.0006223965901881456,-0.016171660274267197
-0.02157033421099186,-0.0006513436092063785,-0.016436772421002388
-0.02172788232564926,-0.0006778695387765765,-0.01658395305275917
-0.021874746307730675,-0.0007011534762568772,-0.016656814143061638
-0.022003687918186188,-0.0007208170718513429,-0.016686037182807922
-0.022111788392066956,-0.0007368815131485462,-0.01669175550341606
