x,y,z
-0.1814546287059784,0.05641116574406624,0.01772869937121868
-0.18121017515659332,0.056165292859077454,0.01709195226430893
-0.18090802431106567,0.055863384157419205,0.016300532966852188
-0.18054521083831787,0.05550423637032509,0.015342717990279198
-0.18012340366840363,0.05509229004383087,0.014216823503375053
-0.17964927852153778,0.05463814362883568,0.012931585311889648
-0.17913296818733215,0.054157160222530365,0.011501985602080822
-0.17858478426933289,0.05366607382893562,0.009940625168383121
-0.17801104485988617,0.05317874252796173,0.008247368037700653
-0.17741097509860992,0.05270260199904442,0.006401687860488892
-0.1767757683992386,0.05223717540502548,0.00436160946264863
-0.17609058320522308,0.05177495628595352,0.0020711238030344248
-0.17533905804157257,0.051304034888744354,-0.000524042930919677
-0.17450964450836182,0.050811681896448135,-0.0034539825282990932
-0.17360267043113708,0.05028786510229111,-0.00669915322214365
-0.17263604700565338,0.0497279092669487,-0.010168522596359253
-0.17164775729179382,0.0491332933306694,-0.013690232299268246
-0.17069295048713684,0.04850999265909195,-0.017021941021084785
-0.1698361188173294,0.04786461964249611,-0.019880346953868866
-0.16914084553718567,0.047199755907058716,-0.021979626268148422
-0.1686612218618393,0.04651030898094177,-0.023064421489834785
-0.1684371381998062,0.04578249156475067,-0.022928869351744652
-0.16849297285079956,0.04499582201242447,-0.0214241873472929
-0.16883745789527893,0.04412782937288284,-0.018465226516127586
-0.1694619506597519,0.04316059127449989,-0.014045807532966137
-0.17033664882183075,0.042087893933057785,-0.00826431717723608
-0.17140619456768036,0.040920983999967575,-0.0013490746496245265
-0.17258836328983307,0.039690542966127396,0.0063356924802064896
-0.17377905547618866,0.03844287618994713,0.01432019006460905
-0.17486360669136047,0.03723067790269852,0.022096211090683937
-0.17573119699954987,0.036101505160331726,0.029199829325079918
-0.17628654837608337,0.035088472068309784,0.03527802601456642
-0.17645587027072906,0.03420625627040863,0.04011772200465202
-0.17618755996227264,0.03345266729593277,0.04363728314638138
-0.17545118927955627,0.03281380236148834,0.04585693031549454
-0.1742386519908905,0.03227022662758827,0.04686709865927696
-0.1725681573152542,0.03180244192481041,0.04680589586496353
-0.170488640666008,0.03139469400048256,0.045846275985240936
-0.1680792272090912,0.03103681467473507,0.044185981154441833
-0.1654389500617981,0.03072415664792061,0.04203242436051369
-0.16266673803329468,0.030456040054559708,0.039579838514328
-0.15983755886554718,0.030233465135097504,0.036983784288167953
-0.15698429942131042,0.030056990683078766,0.03434250131249428
-0.15409190952777863,0.029925256967544556,0.03169228509068489
-0.1511058658361435,0.029834158718585968,0.029017897322773933
-0.14795148372650146,0.02977619133889675,0.026274051517248154
-0.1445595920085907,0.029739508405327797,0.023412302136421204
-0.14089304208755493,0.029706526547670364,0.02040773443877697
