timestamp,tool_x,tool_y,tool_z,target_x,target_y,target_z
1749074381,-0.001117621144407626,-0.10028093671949277,0.10696782710018427,-0.010199655678798691,-0.2806567156221039,0.1537272376313682
1749074381,-0.0011164077314005398,-0.10027975607870213,0.10697875979020895,-0.010237124133542672,-0.2806403097861481,0.1537044447288115
1749074381,-0.0011128316254256007,-0.10028051042267103,0.10697729918579245,-0.010357563046285266,-0.2806070352350113,0.15364306498146152
1749074381,-0.0011176180999186444,-0.10028086004569359,0.10698217703274297,-0.01041422718672708,-0.2806009514753479,0.15361461182995115
1749074381,-0.0011140320047392503,-0.10028099690234638,0.10696782710018427,-0.010463231037914848,-0.28060029062180314,0.15358576076465194
1749074381,-0.0011116331772569204,-0.10028052025570922,0.10697729918579245,-0.010501435528288194,-0.28060157229432786,0.15356438534128164
1749074381,-0.0011164077320679722,-0.10027975613769197,0.1069787622109289,-0.010546830478694069,-0.28060434206076723,0.15354749991910485
1749074382,-0.0011128259044446511,-0.1002799383125117,0.1069755864451737,-0.010562837768766563,-0.28060575296704154,0.15354126238246857
1749074382,-0.0011140026784611644,-0.10027847845507581,0.10697847872273333,-0.010576437486021922,-0.2806060158827672,0.15353931304076715
1749074382,-0.0011140284508046557,-0.10028066080558373,0.10697414110000605,-0.010586192999725392,-0.28060653653047063,0.15353755767122124
1749074382,-0.0011164077320679722,-0.10027975613769197,0.1069787622109289,-0.009129243349426963,-0.28117367009156574,0.15338855155555775
1749074382,-0.0011164077314005398,-0.10027975607870213,0.10697875979020895,-0.008017686651427132,-0.28143557571425254,0.15337414820493933
1749074382,-0.0011152200810624487,-0.10028018516938152,0.10698361972428706,-0.006610652487363469,-0.2817027330647029,0.15338334554839778
1749074382,-0.0011140227334919986,-0.10028009664962963,0.10697244167333812,-0.006179121832487153,-0.2817778377491113,0.15338059148946356
1749074382,-0.0011128220433966577,-0.10027978574762673,0.1069787622109289,-0.00586414320465606,-0.281828485999565,0.15338310405034755
1749074382,-0.001112841975882765,-0.10028139589686985,0.10697269513771994,-0.005635208965743479,-0.2818630996739588,0.15338487067210882
1749074382,-0.001116399218006142,-0.10027905379531125,0.10698018794918039,-0.005347645147989012,-0.28190516473506394,0.1533792235518396
1749074383,-0.0011188116297833066,-0.1002806212739554,0.10697414352072458,-0.00527174569085544,-0.28191594273023557,0.15337712172189832
1749074383,-0.001115218842359279,-0.10028023937199554,0.1069692762006828,-0.005211991433054313,-0.28192364699198474,0.15337304492359927
1749074383,-0.001112828377189443,-0.10028002134660746,0.10698674754418404,-0.005070807201589095,-0.2817158425762454,0.15352206693737883
1749074383,-0.001116391065697616,-0.10027829841179424,0.10698165231075336,-0.005196153460070589,-0.2816101997350611,0.15387442307915117
1749074383,-0.0011104284831353313,-0.100279790077467,0.10697875979020895,-0.005427388899979295,-0.2815859739313762,0.15402835861963093
1749074383,-0.0011152124516679175,-0.10027959770600262,0.106981895481123,-0.005712990153753243,-0.2815403172253964,0.154217265020856
1749074383,-0.0011163992173390614,-0.1002790537363502,0.10698018552845974,-0.0058033034475306194,-0.2815211329955668,0.15427556669241732
1749074383,-0.001116385343251689,-0.1002777261718453,0.10697991135636742,-0.005870426160249611,-0.28150425660589573,0.1543179060563715
1749074383,-0.0011163915885448966,-0.10027847395543077,0.10697847872273333,-0.00591923698188476,-0.2814908007021674,0.15434853186861083
1749074383,-0.0015743713536149893,-0.10027845582683625,0.10693512726294271,-0.006330940053500439,-0.28105828481476597,0.15365820984436668
1749074384,-0.0016934344866656541,-0.10028201678343461,0.10690436077033375,-0.006323588607859392,-0.28156089984642996,0.15389546356318412
