x,y,z
-0.1707332730293274,0.016173580661416054,0.004281140863895416
-0.17057938873767853,0.01604979857802391,0.0040029785595834255
-0.17038841545581818,0.015897313132882118,0.0036595037672668695
-0.1701577603816986,0.015715081244707108,0.0032476361375302076
-0.16988743841648102,0.015504658222198486,0.0027697691693902016
-0.16958007216453552,0.015270422212779522,0.00223417766392231
-0.16923999786376953,0.0150188272818923,0.0016533470479771495
-0.16887104511260986,0.014756719581782818,0.0010402270127087831
-0.16847403347492218,0.01448921300470829,0.0004036225436720997
-0.16804471611976624,0.014217984862625599,-0.0002553572703618556
-0.16757328808307648,0.013940660282969475,-0.0009441770962439477
-0.16704575717449188,0.013651502318680286,-0.0016764692263677716
-0.1664470136165619,0.013343176804482937,-0.002466656733304262
-0.16576530039310455,0.013009196147322655,-0.0033224571961909533
-0.1649971306324005,0.01264649722725153,-0.004236576147377491
-0.16415126621723175,0.012257501482963562,-0.005179579369723797
-0.16325005888938904,0.011850850656628609,-0.006096492055803537
-0.16232651472091675,0.01144024170935154,-0.006909139920026064
-0.16141755878925323,0.011041466146707535,-0.007524077780544758
-0.16055549681186676,0.01066871453076601,-0.00784324575215578
-0.1597612500190735,0.010331563651561737,-0.007773448713123798
-0.15904128551483154,0.010033695958554745,-0.007232562638819218
-0.15838898718357086,0.009773407131433487,-0.0061537050642073154
-0.15778836607933044,0.009545297361910343,-0.00449082488194108
-0.15721897780895233,0.009342340752482414,-0.0022286642342805862
-0.15666009485721588,0.009157740511000156,0.000603250227868557
-0.156093567609787,0.008986230008304119,0.0039176722057163715
-0.15550464391708374,0.008824648335576057,0.0075663295574486256
-0.15488071739673615,0.00867175217717886,0.011353611946105957
-0.15420809388160706,0.008527416735887527,0.015067207626998425
-0.15346843004226685,0.008391574956476688,0.018515827134251595
-0.1526358723640442,0.008263347670435905,0.021559523418545723
-0.15167662501335144,0.008140668272972107,0.024122584611177444
-0.15055158734321594,0.008020490407943726,0.026188669726252556
-0.14922216534614563,0.007899463176727295,0.027785224840044975
-0.1476588100194931,0.0077748713083565235,0.028965696692466736
-0.1458509862422943,0.007645647972822189,0.029795102775096893
-0.14381501078605652,0.00751318596303463,0.030340632423758507
-0.14159612357616425,0.007381677161902189,0.030666381120681763
-0.13926082849502563,0.007257748395204544,0.030830342322587967
-0.13688035309314728,0.007149434182792902,0.030882325023412704
-0.13451038300991058,0.007064842153340578,0.030862415209412575
-0.13217537105083466,0.007010983768850565,0.030800359323620796
-0.12986278533935547,0.006993072107434273,0.0307161882519722
-0.12752890586853027,0.0070141954347491264,0.030622035264968872
-0.1251133680343628,0.007075034081935883,0.030524641275405884
-0.12255823612213135,0.007173286285251379,0.030428044497966766
-0.11982763558626175,0.007302741054445505,0.030335990712046623
-0.11692281812429428,0.007452288642525673,0.03025384247303009
-0.11388736963272095,0.007605461869388819,0.030189743265509605
-0.1107986643910408,0.007741020526736975,0.030154941603541374
-0.10774660110473633,0.007834645919501781,0.030163368210196495
-0.10480722784996033,0.007861192338168621,0.030230795964598656
-0.10202142596244812,0.007796690799295902,0.030373945832252502
-0.09938637912273407,0.007619716692715883,0.030609644949436188
-0.09686080366373062,0.007312450557947159,0.03095375932753086
-0.09438011050224304,0.006862249691039324,0.031419411301612854
-0.09187612682580948,0.006264397408813238,0.03201410546898842
-0.0892963856458664,0.005525876302272081,0.03273608908057213
-0.08661847561597824,0.004668825305998325,0.03357119485735893
-0.0838550254702568,0.0037314777728170156,0.03449210524559021
-0.08104661107063293,0.002764685545116663,0.035461634397506714
-0.07824373990297318,0.0018240540521219373,0.0364399291574955
-0.07548447698354721,0.0009602266945876181,0.037393178790807724
-0.07277675718069077,0.00021103974722791463,0.038300372660160065
-0.07009179145097733,-0.0004019031475763768,0.039155472069978714
-0.06737030297517776,-0.0008721997146494687,0.03996458277106285
-0.06453878432512283,-0.0012050314107909799,0.040739379823207855
-0.06153157725930214,-0.0014131639618426561,0.041488587856292725
-0.05831391364336014,-0.0015139280585572124,0.04220924526453018
-0.05490002781152725,-0.0015274069737643003,0.042879462242126465
-0.05135967954993248,-0.0014752766583114862,0.04345448687672615
-0.047808028757572174,-0.0013795712729915977,0.04386734962463379
-0.04438008740544319,-0.001261034980416298,0.044033922255039215
-0.04119868203997612,-0.001137339510023594,0.043860290199518204
-0.03834841027855873,-0.001021782518364489,0.043249860405921936
-0.03586433827877045,-0.0009229168645106256,0.042109228670597076
-0.033736083656549454,-0.000845078844577074,0.04035443440079689
-0.031921837478876114,-0.0007894147420302033,0.03792084753513336
-0.030365435406565666,-0.0007549447473138571,0.0347791388630867
-0.029011491686105728,-0.000739382638130337,0.030955836176872253
-0.027815980836749077,-0.0007396640721708536,0.026551680639386177
-0.026751292869448662,-0.0007522942614741623,0.021746739745140076
-0.025805803015828133,-0.0007736636325716972,0.016783099621534348
-0.024979157373309135,-0.0008004059200175107,0.01192543376237154
-0.024275625124573708,-0.0008297579479403794,0.0074122752994298935
-0.02369825169444084,-0.0008598114363849163,0.003416810417547822
-0.023245569318532944,-0.0008895703358575702,3.015592483279761e-05
-0.022911032661795616,-0.000918811943847686,-0.002732334192842245
-0.022684073075652122,-0.0009478146093897521,-0.004910724237561226
-0.02255154214799404,-0.0009770349133759737,-0.006577004678547382
-0.022498713806271553,-0.0010068054543808103,-0.007815716788172722
-0.022509785369038582,-0.0010371117386966944,-0.008711154572665691
-0.022568251937627792,-0.0010675007943063974,-0.009340373799204826
-0.022657636553049088,-0.001097148284316063,-0.009770022705197334
-0.022762667387723923,-0.0011250596726313233,-0.01005524955689907
-0.0228706207126379,-0.0011503248242661357,-0.01023972686380148
-0.022972259670495987,-0.0011723192874342203,-0.01035643182694912
-0.02306203544139862,-0.0011907892767339945,-0.010429054498672485
-0.023137593641877174,-0.0012058200081810355,-0.010473808273673058
