timestamp,x,y,z
0,-0.1160788056543852,0.0069554155023556,-0.0159712438389642
0,-0.11601400944944554,0.006952811560960847,-0.015881521824721485
0,-0.1128999141740047,0.006799322971362505,-0.013734455159024037
0,-0.10677965512682902,0.006481717380551264,-0.010641836906045735
0,-0.09831611499664462,0.005880698004615232,-0.0031578264245055187
0,-0.08899652779722232,0.004864652782022421,-0.0023193876534775846
0,-0.07821161408258721,0.0033215222369832225,-0.0004837883376122552
0,-0.06739295267549278,0.0006528250422868065,0.003261819403368892
0,-0.05791846867046648,-0.0008768498717087315,0.010146705049157469
0,-0.05125950144822289,-0.0012749181121005102,0.02044941895162277
0,-0.04182922604341188,-0.0018247282076338004,0.02259579056955559
0,-0.03001960171112395,-0.0010444574690775684,0.018878989595627674
0,-0.020622914808806625,-0.0008252075071134791,0.019998427852656805
0,-0.013423672729756801,0.00034728761603945745,0.012576774516445463
0,-0.009068455180262438,0.0034349685784647783,0.0017203717849674383
0,-0.004935272457905142,0.0049230212973188,-0.010324448424344504
0,-0.003480719007424326,0.004812895107666548,-0.020183020321502904
0,-0.0037506368022072363,0.004723394679081047,-0.027216265145302836
0,-0.004306398889424526,0.004681980964345737,-0.03261509546352681
0,-0.004983311077764,0.0045889751053005,-0.0350611215642432
