timestamp,x,y,z
1768501409,-0.11834550150370926,-0.016354998528902882,0.013422613232796504
1768501409,-0.11837127863031824,-0.016458343513761874,0.01354454208905298
1768501409,-0.11838865286773873,-0.01653723851145647,0.01365020380298948
1768501409,-0.11839307310524957,-0.01636384732100634,0.01372483277940953
1768501409,-0.11862974607425952,-0.015883056166141808,0.014652246909316408
1768501409,-0.11840158139298784,-0.015271505459727951,0.01398715278934487
1768501409,-0.1164421359898794,-0.01058953392291518,0.013002395534640498
1768501409,-0.11360944257798919,-0.01168708536116959,0.010685561715077313
1768501410,-0.11122357438084682,-0.009973870175551418,0.008486990871580585
1768501410,-0.10649644377994674,-0.009241908487786017,0.00614984541578481
1768501410,-0.10028396022619612,-0.008975118524876478,0.0037289295389083266
1768501410,-0.09278145951219413,-0.0062199889055505626,0.0026238782161884244
1768501410,-0.08620181243185884,-0.0064652989976636335,0.007392241575551517
1768501410,-0.07764578126961155,-0.006825923330556021,0.01804006313765122
1768501410,-0.07033723452501839,-0.009193752857605143,0.026774385050515798
1768501410,-0.06670626547463862,-0.01043992503710909,0.02838725457674729
1768501410,-0.055592192553495984,-0.017172215312196523,0.03016335734717343
1768501410,-0.05202124588371418,-0.019950627211587746,0.025072122249733153
1768501411,-0.05168745493377122,-0.020283480983150977,0.016427274938523
1768501411,-0.053021743329264376,-0.020299839508626044,0.0059637296383527605
1768501411,-0.055385722734547116,-0.018500981920711715,0.0006633663483218144
1768501411,-0.0543363357021735,-0.01708392424132148,-0.0015054518017368346
1768501411,-0.05139719660207956,-0.015213065738747604,0.0025522210278630664
1768501411,-0.04727048296303443,-0.01442605184087874,0.007217102845708284
1768501411,-0.044321729697799406,-0.014548530148743789,0.008617279347763351
1768501411,-0.04377433346721449,-0.014373928267932178,0.006916181360030665
1768501411,-0.04327201050165891,-0.01512868322708767,0.003284350208862641
1768501411,-0.04341953483843672,-0.014864034933831016,1.2647820924610587e-05
1768501412,-0.042752766621617116,-0.014860576194785324,-0.0025312868809534983
1768501412,-0.04125810019082468,-0.014887391790353305,-0.00416081667484286
1768501412,-0.04018322321188475,-0.012868397516170482,-0.0062106054696091095
1768501412,-0.03955116069365569,-0.010204153505321452,-0.007658898117025387
1768501412,-0.039049204603949644,-0.006532343619934801,-0.010412755413625352
1768501412,-0.03754492454774408,-0.0013981340362211048,-0.010422736955136958
1768501412,-0.035920259511916464,0.0037149402617873695,-0.009512135093611512
1768501412,-0.03376901516628947,0.004361108136523496,-0.008466320046770975
1768501412,-0.029370095499555604,0.006634222722043587,-0.009836079062640113
1768501412,-0.02722319306892587,0.005864956355015057,-0.01179741753052152
1768501413,-0.025697566991133236,0.006977762119527428,-0.013113319740575224
1768501413,-0.019893965747634884,0.002811686778111097,-0.016405858890338992
1768501413,-0.0149514838103679,-0.0011771661532045535,-0.016511659958384856
1768501413,-0.016170821690206505,-0.0022442457199979143,-0.012362474868525958
1768501413,-0.01652601743708143,-0.0015750568141605636,-0.006456671588617846
1768501413,-0.016324837041696766,0.0006392406793918753,0.003331207516917234
1768501413,-0.017737105013840015,0.004415709391009992,0.00823822804931354
1768501413,-0.01789895656844312,0.006262155158269722,0.00984181563473338
1768501413,-0.01857865450053031,0.007883265820834623,0.0076123796936162225
1768501413,-0.019037048736012252,0.009528231651148002,0.0017171446515394373
1768501414,-0.01940247024385558,0.01026987651903434,-0.002332581412189838
1768501414,-0.019134351860870952,0.010721672508347074,-0.004537178494005811
1768501414,-0.018192206632812707,0.011256529956302198,-0.005381576364139218
1768501414,-0.016357226981445983,0.010600068480499214,-0.004479577524489603
1768501414,-0.01411966567814349,0.009533085379552157,-0.002814738411669404
1768501414,-0.011591907437794313,0.007721428253240778,-0.0007291096568995958
1768501414,-0.009304852375095096,0.004881713012909808,-0.00016503634631087616
1768501414,-0.008001103718536795,0.002628381518853813,-0.001250036300705637
